,PlayerID,Player,Team,Position,Headshot,Team Logo,playerStripped,Age,Date of Birth,Birth City,Birth State/Province,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Team,Draft Round,Round Pick,Overall Draft Position
0,8474563,Drew Doughty,LAK,D,https://assets.nhle.com/mugs/nhl/20202021/LAK/8474563.png,https://assets.nhle.com/logos/nhl/svg/LAK_20192020-20232024_light.svg,drewdoughty,34,1989-12-08,London,ON,CAN,CAN,73,210,2008,L.A,1,2,2
1,8478469,Thomas Chabot,OTT,D,https://assets.nhle.com/mugs/nhl/20202021/OTT/8478469.png,https://assets.nhle.com/logos/nhl/svg/OTT_light.svg,thomaschabot,26,1997-01-30,Sainte-Marie,QC,CAN,CAN,74,195,2015,OTT,1,18,18
2,8470613,Brent Burns,SJS,D,https://assets.nhle.com/mugs/nhl/20202021/SJS/8470613.png,https://assets.nhle.com/logos/nhl/svg/SJS_light.svg,brentburns,38,1985-03-09,Barrie,ON,CAN,CAN,77,230,2003,MIN,1,20,20
3,8477498,Darnell Nurse,EDM,D,https://assets.nhle.com/mugs/nhl/20202021/EDM/8477498.png,https://assets.nhle.com/logos/nhl/svg/EDM_20172018-20212022_light.svg,darnellnurse,28,1995-02-04,Hamilton,ON,CAN,CAN,76,221,2013,EDM,1,7,7
4,8477495,Seth Jones,CBJ,D,https://assets.nhle.com/mugs/nhl/20202021/CBJ/8477495.png,https://assets.nhle.com/logos/nhl/svg/CBJ_light.svg,sethjones,29,1994-10-03,Arlington,TX,USA,USA,76,213,2013,NSH,1,4,4
5,8477932,Aaron Ekblad,FLA,D,https://assets.nhle.com/mugs/nhl/20202021/FLA/8477932.png,https://assets.nhle.com/logos/nhl/svg/FLA_light.svg,aaronekblad,27,1996-02-07,Windsor,ON,CAN,CAN,76,215,2014,FLA,1,1,1
6,8475167,Victor Hedman,TBL,D,https://assets.nhle.com/mugs/nhl/20202021/TBL/8475167.png,https://assets.nhle.com/logos/nhl/svg/TBL_light.svg,victorhedman,32,1990-12-18,Ornskoldsvik,,SWE,SWE,79,244,2009,T.B,1,2,2
7,8478500,Ivan Provorov,PHI,D,https://assets.nhle.com/mugs/nhl/20202021/PHI/8478500.png,https://assets.nhle.com/logos/nhl/svg/PHI_19992000-20222023_light.svg,ivanprovorov,26,1997-01-13,Yaroslavl,,RUS,RUS,73,201,2015,PHI,1,7,7
8,8480036,Miro Heiskanen,DAL,D,https://assets.nhle.com/mugs/nhl/20202021/DAL/8480036.png,https://assets.nhle.com/logos/nhl/svg/DAL_20122013-20202021_light.svg,miroheiskanen,24,1999-07-18,Espoo,,FIN,FIN,73,195,2017,DAL,1,3,3
9,8478038,Devon Toews,COL,D,https://assets.nhle.com/mugs/nhl/20202021/COL/8478038.png,https://assets.nhle.com/logos/nhl/svg/COL_light.svg,devontoews,29,1994-02-21,Abbotsford,BC,CAN,CAN,73,191,2014,NYI,4,18,108
10,8479323,Adam Fox,NYR,D,https://assets.nhle.com/mugs/nhl/20202021/NYR/8479323.png,https://assets.nhle.com/logos/nhl/svg/NYR_light.svg,adamfox,25,1998-02-17,Jericho,NY,USA,USA,71,182,2016,CGY,3,5,66
11,8471724,Kris Letang,PIT,D,https://assets.nhle.com/mugs/nhl/20202021/PIT/8471724.png,https://assets.nhle.com/logos/nhl/svg/PIT_light.svg,krisletang,36,1987-04-24,Montreal,QC,CAN,CAN,72,201,2005,PIT,3,1,62
12,8474565,Alex Pietrangelo,VGK,D,https://assets.nhle.com/mugs/nhl/20202021/VGK/8474565.png,https://assets.nhle.com/logos/nhl/svg/VGK_light.svg,alexpietrangelo,33,1990-01-18,King City,ON,CAN,CAN,75,215,2008,STL,1,4,4
13,8478460,Zach Werenski,CBJ,D,https://assets.nhle.com/mugs/nhl/20202021/CBJ/8478460.png,https://assets.nhle.com/logos/nhl/svg/CBJ_light.svg,zachwerenski,26,1997-07-19,Grosse Pointe,MI,USA,USA,74,213,2015,CBJ,1,8,8
14,8474600,Roman Josi,NSH,D,https://assets.nhle.com/mugs/nhl/20202021/NSH/8474600.png,https://assets.nhle.com/logos/nhl/svg/NSH_light.svg,romanjosi,33,1990-06-01,Bern,,CHE,CHE,73,201,2008,NSH,2,8,38
15,8480069,Cale Makar,COL,D,https://assets.nhle.com/mugs/nhl/20202021/COL/8480069.png,https://assets.nhle.com/logos/nhl/svg/COL_light.svg,calemakar,25,1998-10-30,Calgary,AB,CAN,CAN,71,187,2017,COL,1,4,4
16,8475753,Justin Faulk,STL,D,https://assets.nhle.com/mugs/nhl/20202021/STL/8475753.png,https://assets.nhle.com/logos/nhl/svg/STL_light.svg,justinfaulk,31,1992-03-20,South St.Paul,MN,USA,USA,72,214,2010,CAR,2,7,37
17,8479325,Charlie McAvoy,BOS,D,https://assets.nhle.com/mugs/nhl/20202021/BOS/8479325.png,https://assets.nhle.com/logos/nhl/svg/BOS_20082009-20222023_light.svg,charliemcavoy,25,1997-12-21,Long Beach,NY,USA,USA,73,209,2016,BOS,1,14,14
18,8474590,John Carlson,WSH,D,https://assets.nhle.com/mugs/nhl/20202021/WSH/8474590.png,https://assets.nhle.com/logos/nhl/svg/WSH_light.svg,johncarlson,33,1990-01-10,Natick,MA,USA,USA,75,215,2008,WSH,1,27,27
19,8475176,Ryan Ellis,NSH,D,https://assets.nhle.com/mugs/nhl/20202021/NSH/8475176.png,https://assets.nhle.com/logos/nhl/svg/NSH_light.svg,ryanellis,32,1991-01-03,Hamilton,ON,CAN,CAN,70,180,2009,NSH,1,11,11
20,8476853,Morgan Rielly,TOR,D,https://assets.nhle.com/mugs/nhl/20202021/TOR/8476853.png,https://assets.nhle.com/logos/nhl/svg/TOR_light.svg,morganrielly,29,1994-03-09,Vancouver,BC,CAN,CAN,73,222,2012,TOR,1,5,5
21,8474578,Erik Karlsson,SJS,D,https://assets.nhle.com/mugs/nhl/20202021/SJS/8474578.png,https://assets.nhle.com/logos/nhl/svg/SJS_light.svg,erikkarlsson,33,1990-05-31,Landsbro,,SWE,SWE,72,190,2008,OTT,1,15,15
22,8477504,Josh Morrissey,WPG,D,https://assets.nhle.com/mugs/nhl/20202021/WPG/8477504.png,https://assets.nhle.com/logos/nhl/svg/WPG_light.svg,joshmorrissey,28,1995-03-28,Calgary,AB,CAN,CAN,72,185,2013,WPG,1,13,13
23,8470281,Duncan Keith,CHI,D,https://assets.nhle.com/mugs/nhl/20202021/CHI/8470281.png,https://assets.nhle.com/logos/nhl/svg/CHI_light.svg,duncankeith,40,1983-07-16,Winnipeg,MB,CAN,CAN,73,192,2002,CHI,2,24,54
24,8479345,Jakob Chychrun,ARI,D,https://assets.nhle.com/mugs/nhl/20202021/ARI/8479345.png,https://assets.nhle.com/logos/nhl/svg/ARI_20202021-20232024_light.svg,jakobchychrun,25,1998-03-31,Boca Raton,FL,USA,USA,74,220,2016,ARI,1,16,16
25,8479425,Filip Hronek,DET,D,https://assets.nhle.com/mugs/nhl/20202021/DET/8479425.png,https://assets.nhle.com/logos/nhl/svg/DET_light.svg,filiphronek,26,1997-11-02,Hradec Králové,,CZE,CZE,72,190,2016,DET,2,23,53
26,8479398,Samuel Girard,COL,D,https://assets.nhle.com/mugs/nhl/20202021/COL/8479398.png,https://assets.nhle.com/logos/nhl/svg/COL_light.svg,samuelgirard,25,1998-05-12,Roberval,QC,CAN,CAN,70,170,2016,NSH,2,17,47
27,8476902,Esa Lindell,DAL,D,https://assets.nhle.com/mugs/nhl/20202021/DAL/8476902.png,https://assets.nhle.com/logos/nhl/svg/DAL_20122013-20202021_light.svg,esalindell,29,1994-05-23,Vantaa,,FIN,FIN,75,220,2012,DAL,3,13,74
